Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays
Arches National Park,ARCH,UT,2015,May,179804,0,713642,0,0,3745,2271,0,236,1008,0,7260
Arches National Park,ARCH,UT,2015,June,189073,0,723265,0,0,3548,1817,0,116,1021,0,6502
Arches National Park,ARCH,UT,2015,July,195748,0,711334,0,0,2684,1588,0,99,800,0,5170
Arches National Park,ARCH,UT,2015,August,173186,0,648544,0,0,2692,1904,0,84,695,0,5374
Arches National Park,ARCH,UT,2015,September,171711,0,613908,0,0,1971,1723,0,67,355,0,4116
Arches National Park,ARCH,UT,2015,October,115859,0,474225,0,0,2570,2026,0,89,592,0,5277
Arches National Park,ARCH,UT,2015,November,49087,0,202971,0,0,1282,838,0,19,183,0,2321
Arches National Park,ARCH,UT,2015,December,27273,0,96228,0,0,319,271,0,10,0,0,600
Arches National Park,ARCH,UT,2016,January,20311,0,72727,0,0,274,197,0,21,0,0,491
Arches National Park,ARCH,UT,2016,February,33200,0,132404,0,0,850,451,0,34,32,0,1367
Arches National Park,ARCH,UT,2016,March,119122,0,486543,0,0,2786,1674,0,314,608,0,5382
Arches National Park,ARCH,UT,2016,April,151112,0,611948,0,0,3172,2157,0,199,1080,0,6609
Arches National Park,ARCH,UT,2016,May,201718,0,771336,0,0,3632,2217,0,296,780,0,6924
Arches National Park,ARCH,UT,2016,June,211706,0,782674,0,0,3356,1520,0,123,1149,0,6148
Arches National Park,ARCH,UT,2016,July,210359,0,742619,0,0,2740,1709,0,87,111,0,4648
Arches National Park,ARCH,UT,2016,August,188340,0,699903,0,0,2946,2273,0,84,317,0,5620
Arches National Park,ARCH,UT,2016,September,200906,0,750232,0,0,3027,2217,0,16,887,0,6146
Arches National Park,ARCH,UT,2016,October,146250,0,574264,0,0,2808,2150,0,0,688,0,5646
Arches National Park,ARCH,UT,2016,November,69404,0,311656,0,0,2047,1956,0,0,307,0,4310
Arches National Park,ARCH,UT,2016,December,33290,0,112944,0,0,408,137,0,0,0,0,545
Arches National Park,ARCH,UT,2017,January,21549,0,75475,0,0,338,113,0,0,0,0,451
Arches National Park,ARCH,UT,2017,February,38248,0,149247,0,0,886,552,0,0,0,0,1438
Arches National Park,ARCH,UT,2017,March,128508,0,385669,0,0,0,0,0,6,0,0,6
Arches National Park,ARCH,UT,2017,April,155286,0,466003,0,0,0,0,0,6,0,0,6
Arches National Park,ARCH,UT,2017,May,188726,0,566777,0,0,0,0,0,25,0,0,25
Arches National Park,ARCH,UT,2017,June,193060,0,579253,0,0,0,0,0,3,0,0,3
Arches National Park,ARCH,UT,2017,July,192767,0,578374,0,0,0,0,0,3,0,0,3
Arches National Park,ARCH,UT,2017,August,177764,0,533461,0,0,0,0,0,7,0,0,7
Arches National Park,ARCH,UT,2017,September,187603,0,563025,0,0,0,0,0,9,0,0,9
Arches National Park,ARCH,UT,2017,October,138325,0,415096,0,0,0,0,0,5,0,0,5
Arches National Park,ARCH,UT,2017,November,72867,0,218600,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2017,December,44325,0,141697,0,0,202,161,0,1,0,0,363
Arches National Park,ARCH,UT,2018,January,31810,0,107123,0,0,230,257,0,0,0,0,487
Arches National Park,ARCH,UT,2018,February,40325,0,155111,0,0,732,602,0,6,82,0,1422
Arches National Park,ARCH,UT,2018,March,134951,0,438754,0,0,559,408,0,40,406,0,1413
Arches National Park,ARCH,UT,2018,April,167156,0,611537,0,0,1631,2219,0,40,696,0,4586
Arches National Park,ARCH,UT,2018,May,215255,0,757596,0,0,1720,2271,0,90,579,0,4660
Arches National Park,ARCH,UT,2018,June,214443,0,754762,0,0,2562,1631,0,32,418,0,4643
Arches National Park,ARCH,UT,2018,July,205493,0,728454,0,0,2244,1801,0,23,598,0,4666
Arches National Park,ARCH,UT,2018,August,183840,0,646442,0,0,2060,1431,0,47,417,0,3955
Arches National Park,ARCH,UT,2018,September,206254,0,683816,0,0,1334,1253,0,28,96,0,2711
Arches National Park,ARCH,UT,2018,October,147996,0,563609,0,0,2618,2165,0,33,168,0,4984
Arches National Park,ARCH,UT,2018,November,74155,0,322920,0,0,2006,1903,0,25,251,0,4186
Arches National Park,ARCH,UT,2018,December,41879,0,136735,0,0,242,216,0,4,0,0,462
Arches National Park,ARCH,UT,2019,January,21499,0,66975,0,0,48,55,0,0,0,0,103
Arches National Park,ARCH,UT,2019,February,30239,0,90766,0,0,0,0,0,2,0,0,2
Arches National Park,ARCH,UT,2019,March,132191,0,432543,0,0,578,451,0,64,406,0,1499
Arches National Park,ARCH,UT,2019,April,168788,0,610290,0,0,1612,2130,0,46,542,0,4330
Arches National Park,ARCH,UT,2019,May,217474,0,763628,0,0,1720,2271,0,64,579,0,4634
Arches National Park,ARCH,UT,2019,June,225206,0,792881,0,0,2754,1828,0,59,245,0,4886
Arches National Park,ARCH,UT,2019,July,208993,0,753288,0,0,2916,1855,0,23,469,0,5263
Arches National Park,ARCH,UT,2019,August,184890,0,652632,0,0,2025,1704,0,47,306,0,4082
Arches National Park,ARCH,UT,2019,September,207857,0,729850,0,0,2128,1650,0,28,623,0,4428
Arches National Park,ARCH,UT,2019,October,149764,0,589552,0,0,2340,2371,0,45,1088,0,5844
Arches National Park,ARCH,UT,2019,November,73420,0,297890,0,0,1121,1745,0,25,344,0,3235
Arches National Park,ARCH,UT,2019,December,39381,0,132524,0,0,281,230,0,2,86,0,599
Arches National Park,ARCH,UT,2020,January,28462,0,89937,0,0,48,142,0,0,0,0,190
Arches National Park,ARCH,UT,2020,February,42416,0,153428,0,0,641,444,0,6,0,0,1091
Arches National Park,ARCH,UT,2020,March,81623,0,279597,0,0,597,726,0,28,96,0,1447
Arches National Park,ARCH,UT,2020,April,0,0,0,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2020,May,13832,0,41496,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2020,June,163699,0,491098,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2020,July,193824,0,630813,0,0,1058,770,0,0,228,0,2056
Arches National Park,ARCH,UT,2020,August,164539,0,600106,0,0,2068,1874,0,0,495,0,4437
Arches National Park,ARCH,UT,2020,September,203866,0,752195,0,0,2740,2406,0,0,712,0,5858
Arches National Park,ARCH,UT,2020,October,177864,0,650219,0,0,1896,2294,0,0,669,0,4859
Arches National Park,ARCH,UT,2020,November,103916,0,398570,0,0,1142,1771,0,0,704,0,3618
Arches National Park,ARCH,UT,2020,December,64042,0,201400,0,0,192,194,0,0,0,0,386
Arches National Park,ARCH,UT,2021,January,48725,0,146174,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2021,February,53986,0,161957,0,0,0,0,0,0,0,0,0
Arches National Park,ARCH,UT,2021,March,151077,0,489725,0,0,664,518,0,0,338,0,1521
Arches National Park,ARCH,UT,2021,April,193914,0,699058,0,0,1863,2465,0,38,522,0,4888
Arches National Park,ARCH,UT,2021,May,225789,0,762232,0,0,1493,1458,0,60,525,0,3536
Arches National Park,ARCH,UT,2021,June,238499,0,803670,0,0,1636,1461,0,56,521,0,3674
Arches National Park,ARCH,UT,2021,July,211928,0,718285,0,0,1536,1293,0,20,588,0,3438
Arches National Park,ARCH,UT,2021,August,167686,0,620902,0,0,2279,1779,0,33,819,0,4910
Arches National Park,ARCH,UT,2021,September,193002,0,690157,0,0,1415,2120,0,37,1060,0,4631
Arches National Park,ARCH,UT,2021,October,169983,0,618457,0,0,1166,2081,0,42,1232,0,4521
Arches National Park,ARCH,UT,2021,November,98362,0,374501,0,0,1159,1661,0,26,463,0,3309
Arches National Park,ARCH,UT,2021,December,53914,0,187126,0,0,535,458,0,0,64,0,1058
Arches National Park,ARCH,UT,2022,January,40621,0,144789,0,0,430,526,0,0,0,0,955
Arches National Park,ARCH,UT,2022,February,51568,0,168389,0,0,257,302,0,11,0,0,570
Arches National Park,ARCH,UT,2022,March,141866,0,463840,0,0,645,575,0,36,337,0,1593
Arches National Park,ARCH,UT,2022,April,148996,0,616374,0,0,1852,3559,0,61,1586,0,7058
Arches National Park,ARCH,UT,2022,May,172114,0,633420,0,0,1355,2252,0,92,1179,0,4878
Arches National Park,ARCH,UT,2022,June,171859,0,625563,0,0,1966,1844,0,11,762,0,4583
Arches National Park,ARCH,UT,2022,July,158925,0,597413,0,0,1906,2138,0,21,961,0,5027
Arches National Park,ARCH,UT,2022,August,142790,0,539406,0,0,1696,2314,0,14,603,0,4626
Arches National Park,ARCH,UT,2022,September,158728,0,590489,0,0,1539,2379,0,8,837,0,4763
Arches National Park,ARCH,UT,2022,October,146986,0,540749,0,0,1332,1956,0,11,859,0,4158
Arches National Park,ARCH,UT,2022,November,83239,0,349432,0,0,1690,1999,0,5,461,0,4155
Arches National Park,ARCH,UT,2022,December,42960,0,143730,0,0,245,372,0,2,0,0,619
Arches National Park,ARCH,UT,2023,January,31427,0,106709,0,0,245,264,0,2,7,0,518
Arches National Park,ARCH,UT,2023,February,41264,0,138599,0,0,247,341,0,1,28,0,617
Arches National Park,ARCH,UT,2023,March,132502,0,426657,0,0,424,497,0,16,278,0,1215
Arches National Park,ARCH,UT,2023,April,151232,0,568728,0,0,1512,2349,0,27,905,0,4793
Arches National Park,ARCH,UT,2023,May,188274,0,690000,0,0,1447,2524,0,18,1226,0,5216
Arches National Park,ARCH,UT,2023,June,180782,0,715594,0,0,2603,2908,0,12,1696,0,7219
Arches National Park,ARCH,UT,2023,July,165671,0,603369,0,0,2030,1871,0,3,527,0,4432
Arches National Park,ARCH,UT,2023,August,144080,0,543500,0,0,1947,2068,0,7,614,0,4636
Arches National Park,ARCH,UT,2023,September,174673,0,645617,0,0,1501,2435,0,30,1100,0,5067
Arches National Park,ARCH,UT,2023,October,140260,0,522401,0,0,1222,2110,0,42,861,0,4234
Arches National Park,ARCH,UT,2023,November,83843,0,336140,0,0,1373,1702,0,8,443,0,3525
Arches National Park,ARCH,UT,2023,December,48037,0,165673,0,0,334,533,0,9,23,0,898
Arches National Park,ARCH,UT,2024,January,28088,2,182778,6,0,228,482,0,0,0,0,710
Arches National Park,ARCH,UT,2024,February,51510,48,338902,236,0,473,1003,0,1,0,0,1477
Arches National Park,ARCH,UT,2024,March,143166,492,905924,1579,0,654,751,0,36,989,0,2430
Arches National Park,ARCH,UT,2024,April,156720,855,1051783,3162,0,1411,2989,0,29,1101,0,5530
Arches National Park,ARCH,UT,2024,May,195379,1209,1283085,4075,0,1662,2889,0,28,1036,0,5615
Arches National Park,ARCH,UT,2024,June,180563,1104,1173154,3584,0,1281,2216,0,14,1030,0,4541
Arches National Park,ARCH,UT,2024,July,156052,636,1136373,2031,0,3588,4596,0,6,1455,0,9645
Arches National Park,ARCH,UT,2024,August,143726,693,989693,2431,0,1584,3296,0,5,1355,0,6240
Arches National Park,ARCH,UT,2024,September,148366,1356,976340,4470,0,1192,2352,0,9,890,0,4443
Arches National Park,ARCH,UT,2024,October,135716,790,918246,3116,0,1562,2877,0,8,739,0,5186
Arches National Park,ARCH,UT,2024,November,78397,180,515807,877,0,677,1570,0,3,11,0,2260
Arches National Park,ARCH,UT,2024,December,48845,94,310226,289,0,276,598,0,1,4,0,879
Arches National Park,ARCH,UT,2025,January,31870,73,205878,356,0,252,485,0,0,0,0,737
Arches National Park,ARCH,UT,2025,February,51541,97,336401,368,0,325,948,0,3,79,0,1355
Arches National Park,ARCH,UT,2025,March,152554,406,1037122,1601,0,1817,3297,0,15,825,0,5954
Arches National Park,ARCH,UT,2025,April,162090,1237,1080481,4498,0,1571,2783,0,16,988,0,5358
Arches National Park,ARCH,UT,2025,May,193448,1729,1259411,5649,0,1697,2300,0,19,1018,0,5034
Arches National Park,ARCH,UT,2025,June,175660,1176,1166846,3761,0,2114,2485,0,11,996,0,5606
Arches National Park,ARCH,UT,2025,July,158207,691,1068662,2230,0,2005,3137,0,3,716,0,5861
Arches National Park,ARCH,UT,2025,August,150262,744,1005157,2355,0,2019,2582,0,11,495,0,5107
Arches National Park,ARCH,UT,2025,September,142337,1908,947246,6018,0,1406,2459,0,6,877,0,4748
Arches National Park,ARCH,UT,2025,October,158262,756,1058114,3048,0,1782,2573,0,4,1125,0,5484
Arches National Park,ARCH,UT,2025,November,84413,209,563727,914,0,883,1922,0,4,14,0,2824
Arches National Park,ARCH,UT,2025,December,51096,79,327326,249,0,276,773,0,2,0,0,1051
Badlands National Park,BADL,SD,2015,January,10414,2979,40887,1490,0,0,11,11,0,0,0,23
Badlands National Park,BADL,SD,2015,February,10942,1978,43042,989,0,11,8,4,8,0,0,31
Badlands National Park,BADL,SD,2015,March,21924,2482,88122,1241,0,0,0,129,89,0,0,218
Badlands National Park,BADL,SD,2015,April,27193,3070,118886,1535,174,30,46,673,123,24,0,1070
Badlands National Park,BADL,SD,2015,May,68239,6296,347321,3148,1274,338,80,4906,168,0,0,6766
Badlands National Park,BADL,SD,2015,June,191593,8836,908207,4418,1865,790,220,10233,278,29,0,13416
Badlands National Park,BADL,SD,2015,July,245400,10198,1132380,5099,2094,1417,42,10777,211,69,0,14610
Badlands National Park,BADL,SD,2015,August,231866,10898,1075568,5449,1949,1288,198,10556,233,50,0,14274
Badlands National Park,BADL,SD,2015,September,117724,7330,491275,3665,1563,483,129,277,186,41,0,2679
Badlands National Park,BADL,SD,2015,October,34498,5134,167493,2567,555,190,76,1828,95,2,0,2746
Badlands National Park,BADL,SD,2015,November,16771,3616,67774,1808,0,80,46,42,30,0,0,197
Badlands National Park,BADL,SD,2015,December,12790,3094,50259,1547,0,0,0,8,24,0,0,32
Badlands National Park,BADL,SD,2016,January,10826,2816,42247,1408,0,0,0,0,0,2,0,2
Badlands National Park,BADL,SD,2016,February,10921,3268,43159,1634,0,30,0,0,14,3,0,47
Badlands National Park,BADL,SD,2016,March,20501,3940,85533,1970,0,350,30,0,51,34,0,465
Badlands National Park,BADL,SD,2016,April,22812,5001,103966,2500,169,255,34,737,55,0,0,1250
Badlands National Park,BADL,SD,2016,May,78863,7222,401073,3611,1203,840,42,5552,143,13,0,7792
Badlands National Park,BADL,SD,2016,June,196209,9220,921935,4610,2013,1706,251,8854,192,44,0,13060
Badlands National Park,BADL,SD,2016,July,249194,10110,1148854,5055,2298,1607,228,10385,169,62,0,14750
Badlands National Park,BADL,SD,2016,August,217071,9332,1020238,4666,2082,1550,334,10127,353,25,0,14472
Badlands National Park,BADL,SD,2016,September,129350,7568,662208,3784,1523,939,475,9850,326,33,0,13145
Badlands National Park,BADL,SD,2016,October,33380,5348,165433,2674,587,475,106,1611,93,65,0,2938
Badlands National Park,BADL,SD,2016,November,17970,3622,72885,1811,0,182,0,0,14,37,0,233
Badlands National Park,BADL,SD,2016,December,9166,3274,35928,1637,0,0,0,15,0,0,0,15
Badlands National Park,BADL,SD,2017,January,10380,3136,40784,1568,0,6,0,15,4,0,0,25
Badlands National Park,BADL,SD,2017,February,11149,2772,43636,1386,0,5,0,0,7,1,0,13
Badlands National Park,BADL,SD,2017,March,21498,3932,86669,1966,0,25,0,122,89,0,0,236
Badlands National Park,BADL,SD,2017,April,23166,4592,108203,2296,189,73,53,931,242,0,0,1488
Badlands National Park,BADL,SD,2017,May,85967,6834,449170,3417,1135,704,162,7057,386,48,0,9492
Badlands National Park,BADL,SD,2017,June,213966,8738,1018084,4369,2029,1749,170,10822,439,92,0,15301
Badlands National Park,BADL,SD,2017,July,263506,9216,1213503,4608,2216,1039,158,11689,285,99,0,15486
Badlands National Park,BADL,SD,2017,August,237125,9160,1088328,4580,1938,767,177,9910,738,98,0,13628
Badlands National Park,BADL,SD,2017,September,127598,7302,590943,3651,1370,380,96,5818,112,0,0,7776
Badlands National Park,BADL,SD,2017,October,33426,5631,162861,2816,769,155,35,1664,85,0,0,2708
Badlands National Park,BADL,SD,2017,November,16807,3942,67778,1971,0,23,7,118,38,0,0,186
Badlands National Park,BADL,SD,2017,December,9737,2204,38266,1102,0,4,1,11,8,0,0,24
Badlands National Park,BADL,SD,2018,January,10610,2738,41537,1369,0,2,4,2,5,0,0,13
Badlands National Park,BADL,SD,2018,February,9456,3018,37045,1509,0,4,0,3,7,0,0,14
Badlands National Park,BADL,SD,2018,March,16616,3466,66902,1733,0,29,4,13,129,0,0,175
Badlands National Park,BADL,SD,2018,April,21343,4564,90605,2282,125,42,31,296,120,0,0,614
Badlands National Park,BADL,SD,2018,May,84527,13708,375688,6854,1067,358,139,1745,527,0,0,3836
Badlands National Park,BADL,SD,2018,June,208645,28446,884408,14223,1937,516,158,2810,470,0,0,5891
Badlands National Park,BADL,SD,2018,July,263863,9465,1110090,4732,2163,818,161,2958,652,0,0,6752
Badlands National Park,BADL,SD,2018,August,217350,9222,920577,4611,1965,603,101,2881,526,0,0,6076
Badlands National Park,BADL,SD,2018,September,116826,18316,514649,9158,1517,411,148,2505,338,0,0,4919
Badlands National Park,BADL,SD,2018,October,33527,7198,148961,3599,601,133,30,612,141,0,0,1517
Badlands National Park,BADL,SD,2018,November,16442,2764,64329,1382,0,4,2,5,6,0,0,17
Badlands National Park,BADL,SD,2018,December,9737,2204,38034,1102,0,0,0,0,5,0,0,5
Badlands National Park,BADL,SD,2019,January,8981,2066,35049,1033,0,0,0,0,2,0,0,2
Badlands National Park,BADL,SD,2019,February,8059,1976,31431,988,0,0,0,0,0,0,0,0
Badlands National Park,BADL,SD,2019,March,16517,2486,64646,1243,0,7,2,8,2,0,0,19
Badlands National Park,BADL,SD,2019,April,25083,3070,102577,1535,107,56,12,155,66,0,0,396
Badlands National Park,BADL,SD,2019,May,71885,6280,314923,3140,813,277,77,1306,408,0,0,2881
Badlands National Park,BADL,SD,2019,June,201516,7780,869840,3890,1375,755,166,4118,580,0,0,6994
Badlands National Park,BADL,SD,2019,July,250898,8230,1086274,4115,1642,868,221,5740,510,0,0,8981
Badlands National Park,BADL,SD,2019,August,207743,8530,905202,4265,1401,1014,181,4865,456,0,0,7917
Badlands National Park,BADL,SD,2019,September,118262,6806,516805,3403,1003,398,196,2707,328,0,0,4632
Badlands National Park,BADL,SD,2019,October,37727,4030,170714,2015,751,107,67,911,129,0,0,1965
Badlands National Park,BADL,SD,2019,November,15450,2530,60555,1265,0,5,7,8,5,0,0,25
Badlands National Park,BADL,SD,2019,December,8877,2200,34777,1100,0,3,1,2,7,0,0,13
Badlands National Park,BADL,SD,2020,January,10145,2066,39577,1033,0,0,0,0,1,0,0,1
Badlands National Park,BADL,SD,2020,February,9979,1976,39171,988,0,3,1,0,17,0,0,21
Badlands National Park,BADL,SD,2020,March,17183,2486,68502,1243,0,37,3,0,84,0,0,124
Badlands National Park,BADL,SD,2020,April,17290,3070,74929,1535,20,71,17,375,142,0,0,625
Badlands National Park,BADL,SD,2020,May,55637,6280,257280,3140,641,395,49,1667,606,0,0,3358
Badlands National Park,BADL,SD,2020,June,167784,7780,725614,3890,1919,773,122,2358,766,0,0,5938
Badlands National Park,BADL,SD,2020,July,238875,8230,1003384,4115,1745,766,122,2442,906,0,0,5981
Badlands National Park,BADL,SD,2020,August,220523,8530,924852,4265,1294,771,99,2407,830,0,0,5401
Badlands National Park,BADL,SD,2020,September,109186,6806,485695,3403,964,687,147,2394,797,0,0,4989
Badlands National Park,BADL,SD,2020,October,40508,4030,190680,2015,741,167,107,1419,291,0,0,2725
Badlands National Park,BADL,SD,2020,November,18926,2530,75901,1265,0,59,19,34,62,0,0,174
Badlands National Park,BADL,SD,2020,December,10896,2200,42962,1100,0,10,4,13,12,0,0,39
Badlands National Park,BADL,SD,2021,January,14899,2066,58551,1033,0,12,2,12,11,0,0,37
Badlands National Park,BADL,SD,2021,February,11350,1976,44395,988,0,4,0,2,5,0,0,11
Badlands National Park,BADL,SD,2021,March,28182,2486,112251,1243,0,25,17,50,103,0,0,195
Badlands National Park,BADL,SD,2021,April,42749,3070,185344,1535,239,128,46,914,225,0,0,1552
Badlands National Park,BADL,SD,2021,May,109764,6280,490731,3140,1543,365,79,2601,633,0,0,5221
Badlands National Park,BADL,SD,2021,June,256041,7780,1075480,3890,2002,750,137,2844,677,0,0,6410
Badlands National Park,BADL,SD,2021,July,288004,8230,1202236,4115,2191,693,96,2930,675,0,0,6585
Badlands National Park,BADL,SD,2021,August,236282,8530,989876,4265,1936,290,26,2912,534,0,0,5698
Badlands National Park,BADL,SD,2021,September,138477,6806,609072,3403,1521,757,215,2803,455,0,0,5751
Badlands National Park,BADL,SD,2021,October,66941,4030,298175,2015,1236,155,47,1510,144,0,0,3092
Badlands National Park,BADL,SD,2021,November,23432,2530,92898,1265,0,13,23,28,62,0,0,126
Badlands National Park,BADL,SD,2021,December,8105,2200,31765,1100,0,2,0,1,10,0,0,13
Badlands National Park,BADL,SD,2022,January,12671,2066,49452,1033,0,0,0,1,2,0,0,3
Badlands National Park,BADL,SD,2022,February,12866,1976,50299,988,0,4,4,1,1,0,0,10
Badlands National Park,BADL,SD,2022,March,25276,2486,100243,1243,0,47,11,33,48,0,0,139
Badlands National Park,BADL,SD,2022,April,34943,3070,145842,1535,237,34,44,436,46,0,0,797
Badlands National Park,BADL,SD,2022,May,98542,6280,439333,3140,1574,328,104,2237,342,0,0,4585
Badlands National Park,BADL,SD,2022,June,204969,7780,870887,3890,1944,529,129,2817,540,0,0,5959
Badlands National Park,BADL,SD,2022,July,224054,8230,945931,4115,2132,791,53,2705,329,0,0,6010
Badlands National Park,BADL,SD,2022,August,184816,8530,790514,4265,1863,535,72,2889,452,0,0,5811
Badlands National Park,BADL,SD,2022,September,121571,6806,533861,3403,1506,352,94,2758,268,0,0,4978
Badlands National Park,BADL,SD,2022,October,61115,4030,269093,2015,1119,60,77,1052,254,0,0,2562
Badlands National Park,BADL,SD,2022,November,19720,2530,77737,1265,0,30,2,0,37,0,0,69
Badlands National Park,BADL,SD,2022,December,6266,2200,24439,1100,0,0,0,0,0,0,0,0
Badlands National Park,BADL,SD,2023,January,10925,2066,42715,1033,0,5,0,0,4,0,0,9
Badlands National Park,BADL,SD,2023,February,11426,1976,44611,988,0,4,0,0,0,0,0,4
Badlands National Park,BADL,SD,2023,March,22390,2486,87695,1243,0,16,2,0,13,0,0,31
Badlands National Park,BADL,SD,2023,April,30572,3070,127967,1535,214,39,30,359,86,0,0,728
Badlands National Park,BADL,SD,2023,May,99117,6280,438577,3140,1598,302,127,2029,279,0,0,4335
