,Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays,Month_Num,Date,Join Code,Region,Division,Park Name Only,Name,Date established as park[7][12],Area (2021)[13],LAT,LONG
109,Crater Lake National Park,CRLA,OR,2024,February,5304,2400,19704,1200,0,0,0,0,57,0,0,57.0,2,2024-02-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
110,Crater Lake National Park,CRLA,OR,2024,March,7277,2800,29109,1400,0,0,0,0,182,0,0,182.0,3,2024-03-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
111,Crater Lake National Park,CRLA,OR,2024,April,13142,4800,48138,2400,0,0,0,0,107,0,0,107.0,4,2024-04-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
112,Crater Lake National Park,CRLA,OR,2024,May,31706,4900,154044,2450,2602,0,0,0,72,0,0,2674.0,5,2024-05-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
113,Crater Lake National Park,CRLA,OR,2024,June,66311,6100,375672,3050,6799,0,0,1632,108,0,0,8539.0,6,2024-06-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
114,Crater Lake National Park,CRLA,OR,2024,July,153196,6500,977387,3250,7785,0,0,15461,371,0,0,23617.0,7,2024-07-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
115,Crater Lake National Park,CRLA,OR,2024,August,93343,3900,711619,1950,7005,0,0,13534,108,0,0,20647.0,8,2024-08-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
116,Crater Lake National Park,CRLA,OR,2024,September,75658,4800,505566,2400,5504,0,0,7517,118,0,0,13139.0,9,2024-09-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
117,Crater Lake National Park,CRLA,OR,2024,October,42103,3300,175545,1650,1699,0,0,0,50,0,0,1749.0,10,2024-10-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
118,Crater Lake National Park,CRLA,OR,2024,November,7238,3700,25554,1850,0,0,0,0,11,0,0,11.0,11,2024-11-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
119,Crater Lake National Park,CRLA,OR,2024,December,5005,4300,17899,2150,0,0,0,0,19,0,0,19.0,12,2024-12-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
120,Crater Lake National Park,CRLA,OR,2025,January,4958,2100,18794,1050,0,0,0,0,72,0,0,72.0,1,2025-01-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
121,Crater Lake National Park,CRLA,OR,2025,February,3060,2400,11491,1200,0,0,0,0,39,0,0,39.0,2,2025-02-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
122,Crater Lake National Park,CRLA,OR,2025,March,5633,2800,21455,1400,0,0,0,0,87,0,0,87.0,3,2025-03-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
123,Crater Lake National Park,CRLA,OR,2025,April,14832,4800,54772,2400,0,0,0,0,143,0,0,143.0,4,2025-04-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
124,Crater Lake National Park,CRLA,OR,2025,May,31922,4900,133532,2450,1254,0,0,0,87,0,0,1341.0,5,2025-05-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
125,Crater Lake National Park,CRLA,OR,2025,June,73327,6100,335337,3050,3092,0,0,1397,64,0,0,4553.0,6,2025-06-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
126,Crater Lake National Park,CRLA,OR,2025,July,178886,6500,903502,3250,3265,0,0,10669,589,0,0,14523.0,7,2025-07-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
127,Crater Lake National Park,CRLA,OR,2025,August,189696,3900,994932,1950,6696,0,0,10631,562,0,0,17889.0,8,2025-08-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
128,Crater Lake National Park,CRLA,OR,2025,September,107486,4800,625758,2400,5046,0,0,8171,270,0,0,13487.0,9,2025-09-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
129,Crater Lake National Park,CRLA,OR,2025,October,11422,3300,62880,1650,1409,0,0,0,18,0,0,1427.0,10,2025-10-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
130,Crater Lake National Park,CRLA,OR,2025,November,6380,3700,22630,1850,0,0,0,0,15,0,0,15.0,11,2025-11-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
131,Crater Lake National Park,CRLA,OR,2025,December,4640,4300,16700,2150,0,0,0,0,23,0,0,23.0,12,2025-12-01,CRLA2025,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
132,Acadia National Park,ACAD,ME,2015,January,12578,600,83017,600,0,0,0,0,0,0,0,0.0,1,2015-01-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
133,Acadia National Park,ACAD,ME,2015,February,10626,600,70132,600,0,0,0,0,0,0,0,0.0,2,2015-02-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
134,Acadia National Park,ACAD,ME,2015,March,18062,600,119207,600,0,0,0,0,0,0,0,0.0,3,2015-03-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
135,Acadia National Park,ACAD,ME,2015,April,63214,600,366642,600,0,0,0,0,0,0,0,0.0,4,2015-04-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
136,Acadia National Park,ACAD,ME,2015,May,187205,7500,1062976,7500,0,10248,1737,0,44,753,0,12782.0,5,2015-05-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
137,Acadia National Park,ACAD,ME,2015,June,359661,7500,2031345,7500,0,20187,4776,0,222,1191,0,26376.0,6,2015-06-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
138,Acadia National Park,ACAD,ME,2015,July,606597,7500,2975978,7500,0,36642,7992,0,310,2542,0,47486.0,7,2015-07-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
139,Acadia National Park,ACAD,ME,2015,August,666767,7500,3266176,7500,0,36042,7902,0,332,2167,0,46443.0,8,2015-08-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
140,Acadia National Park,ACAD,ME,2015,September,479320,7500,2232571,7500,0,23814,7206,0,241,1171,0,32432.0,9,2015-09-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
141,Acadia National Park,ACAD,ME,2015,October,344362,6000,1867356,6000,0,8067,2481,0,84,519,0,11151.0,10,2015-10-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
142,Acadia National Park,ACAD,ME,2015,November,48912,600,293469,600,0,0,0,0,0,0,0,0.0,11,2015-11-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
143,Acadia National Park,ACAD,ME,2015,December,13880,600,83282,600,0,0,0,0,0,0,0,0.0,12,2015-12-01,ACAD2015,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
144,Acadia National Park,ACAD,ME,2016,January,17204,600,113549,600,0,0,0,0,0,0,0,0.0,1,2016-01-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
145,Acadia National Park,ACAD,ME,2016,February,16530,600,109098,600,0,0,0,0,0,0,0,0.0,2,2016-02-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
146,Acadia National Park,ACAD,ME,2016,March,28121,600,185597,600,0,0,0,0,0,0,0,0.0,3,2016-03-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
147,Acadia National Park,ACAD,ME,2016,April,94199,600,575374,600,0,885,168,0,0,10,0,1063.0,4,2016-04-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
148,Acadia National Park,ACAD,ME,2016,May,217147,7500,1587762,7500,0,10521,1854,0,38,637,0,13050.0,5,2016-05-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
149,Acadia National Park,ACAD,ME,2016,June,445410,7500,3496610,7500,0,25488,7938,0,303,1425,0,35154.0,6,2016-06-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
150,Acadia National Park,ACAD,ME,2016,July,696854,7500,4880430,7500,0,39942,11757,0,353,2966,0,55018.0,7,2016-07-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
151,Acadia National Park,ACAD,ME,2016,August,735945,7500,5075152,7500,0,40557,11649,360,381,2250,0,55197.0,8,2016-08-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
152,Acadia National Park,ACAD,ME,2016,September,570434,7500,3596598,7500,0,23148,10044,617,249,984,0,35042.0,9,2016-09-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
153,Acadia National Park,ACAD,ME,2016,October,412416,6000,2663628,6000,0,12270,3219,0,0,291,0,15780.0,10,2016-10-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
154,Acadia National Park,ACAD,ME,2016,November,55022,600,330133,600,0,0,0,0,0,0,0,0.0,11,2016-11-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
155,Acadia National Park,ACAD,ME,2016,December,14111,600,84665,600,0,0,0,0,0,0,0,0.0,12,2016-12-01,ACAD2016,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
156,Acadia National Park,ACAD,ME,2017,January,15520,600,102429,600,0,0,0,0,0,0,0,0.0,1,2017-01-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
157,Acadia National Park,ACAD,ME,2017,February,14342,600,94657,600,0,0,0,0,0,0,0,0.0,2,2017-02-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
158,Acadia National Park,ACAD,ME,2017,March,20936,600,138175,600,0,0,0,0,0,0,0,0.0,3,2017-03-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
159,Acadia National Park,ACAD,ME,2017,April,85267,600,516088,600,0,594,195,0,0,0,0,789.0,4,2017-04-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
160,Acadia National Park,ACAD,ME,2017,May,222978,7500,1680423,7500,0,10827,3213,100,298,788,0,15226.0,5,2017-05-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
161,Acadia National Park,ACAD,ME,2017,June,476191,7500,3657913,7500,0,24372,9360,343,298,1976,0,36349.0,6,2017-06-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
162,Acadia National Park,ACAD,ME,2017,July,743529,7500,5107426,7500,0,39429,12642,188,325,2929,0,55513.0,7,2017-07-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
163,Acadia National Park,ACAD,ME,2017,August,762436,7500,5209104,7500,0,39864,11874,368,336,3071,0,55513.0,8,2017-08-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
164,Acadia National Park,ACAD,ME,2017,September,595388,7500,3916584,7500,0,27054,13554,556,253,1565,0,42982.0,9,2017-09-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
165,Acadia National Park,ACAD,ME,2017,October,507594,6000,3201030,6000,0,10446,4974,102,87,560,0,16169.0,10,2017-10-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
166,Acadia National Park,ACAD,ME,2017,November,53006,600,318037,600,0,0,0,0,0,0,0,0.0,11,2017-11-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
167,Acadia National Park,ACAD,ME,2017,December,12084,600,72504,600,0,0,0,0,0,0,0,0.0,12,2017-12-01,ACAD2017,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
168,Acadia National Park,ACAD,ME,2018,January,11974,600,79026,600,0,0,0,0,0,0,0,0.0,1,2018-01-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
169,Acadia National Park,ACAD,ME,2018,February,12167,600,80301,600,0,0,0,0,0,0,0,0.0,2,2018-02-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
170,Acadia National Park,ACAD,ME,2018,March,23756,600,156790,600,0,0,0,0,0,0,0,0.0,3,2018-03-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
171,Acadia National Park,ACAD,ME,2018,April,72858,600,421428,600,0,0,0,0,0,0,0,0.0,4,2018-04-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
172,Acadia National Park,ACAD,ME,2018,May,249050,7500,1854392,7500,0,11325,3912,25,126,815,0,16203.0,5,2018-05-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
173,Acadia National Park,ACAD,ME,2018,June,499163,7500,3861197,7500,0,25626,10479,296,323,2490,0,39214.0,6,2018-06-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
174,Acadia National Park,ACAD,ME,2018,July,759165,7500,5119628,7500,0,37218,12723,188,345,3286,0,53760.0,7,2018-07-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
175,Acadia National Park,ACAD,ME,2018,August,767219,7500,5175840,7500,0,37923,12579,370,345,3134,0,54351.0,8,2018-08-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
176,Acadia National Park,ACAD,ME,2018,September,600397,7500,3885466,7500,0,25128,14097,485,271,1542,0,41523.0,9,2018-09-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
177,Acadia National Park,ACAD,ME,2018,October,488204,6000,2657950,6000,0,7524,4425,0,62,431,0,12442.0,10,2018-10-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
178,Acadia National Park,ACAD,ME,2018,November,40930,600,245582,600,0,0,0,0,0,0,0,0.0,11,2018-11-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
179,Acadia National Park,ACAD,ME,2018,December,12692,600,76154,600,0,0,0,0,0,0,0,0.0,12,2018-12-01,ACAD2018,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
180,Acadia National Park,ACAD,ME,2019,January,8532,600,56311,600,0,0,0,0,0,0,0,0.0,1,2019-01-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
181,Acadia National Park,ACAD,ME,2019,February,9154,600,60414,600,0,0,0,0,0,0,0,0.0,2,2019-02-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
182,Acadia National Park,ACAD,ME,2019,March,20161,600,133064,600,0,0,0,0,0,0,0,0.0,3,2019-03-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
183,Acadia National Park,ACAD,ME,2019,April,68046,600,394023,600,0,0,0,0,0,0,0,0.0,4,2019-04-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
184,Acadia National Park,ACAD,ME,2019,May,226156,7500,1670692,7500,0,10416,3327,4,0,1012,0,14759.0,5,2019-05-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
185,Acadia National Park,ACAD,ME,2019,June,490720,7500,3731975,7500,0,23721,10383,102,263,1851,0,36320.0,6,2019-06-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
186,Acadia National Park,ACAD,ME,2019,July,756439,7500,5049909,7500,0,36135,11853,117,357,3222,0,51684.0,7,2019-07-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
187,Acadia National Park,ACAD,ME,2019,August,759735,7500,5159613,7500,0,39093,11637,242,396,3806,0,55174.0,8,2019-08-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
188,Acadia National Park,ACAD,ME,2019,September,603273,7500,3807421,7500,0,22425,15174,500,185,1393,0,39677.0,9,2019-09-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
189,Acadia National Park,ACAD,ME,2019,October,436194,6000,2778987,6000,0,9195,5322,125,83,390,0,15115.0,10,2019-10-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
190,Acadia National Park,ACAD,ME,2019,November,46011,600,276064,600,0,0,0,0,0,0,0,0.0,11,2019-11-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
191,Acadia National Park,ACAD,ME,2019,December,12865,600,77191,600,0,0,0,0,0,0,0,0.0,12,2019-12-01,ACAD2019,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
192,Acadia National Park,ACAD,ME,2020,January,12640,600,83421,600,0,0,0,0,0,0,0,0.0,1,2020-01-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
193,Acadia National Park,ACAD,ME,2020,February,13459,600,88831,600,0,0,0,0,0,0,0,0.0,2,2020-02-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
194,Acadia National Park,ACAD,ME,2020,March,28539,600,188356,600,0,0,0,0,0,0,0,0.0,3,2020-03-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
195,Acadia National Park,ACAD,ME,2020,April,55713,600,323135,600,0,0,0,0,0,0,0,0.0,4,2020-04-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
196,Acadia National Park,ACAD,ME,2020,May,103120,7500,598096,7500,0,0,0,0,0,0,0,0.0,5,2020-05-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
197,Acadia National Park,ACAD,ME,2020,June,201156,7500,1165036,7500,0,0,0,0,0,0,0,0.0,6,2020-06-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
198,Acadia National Park,ACAD,ME,2020,July,493971,7500,2470139,7500,0,0,0,307,0,0,0,307.0,7,2020-07-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
199,Acadia National Park,ACAD,ME,2020,August,681746,7500,3395169,7500,0,0,0,0,0,0,0,0.0,8,2020-08-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
200,Acadia National Park,ACAD,ME,2020,September,500320,7500,2492205,7500,0,0,0,0,0,0,0,0.0,9,2020-09-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
201,Acadia National Park,ACAD,ME,2020,October,480859,6000,2874780,6000,0,0,0,0,0,0,0,0.0,10,2020-10-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
202,Acadia National Park,ACAD,ME,2020,November,76251,600,457504,600,0,0,0,0,0,0,0,0.0,11,2020-11-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
203,Acadia National Park,ACAD,ME,2020,December,21260,600,127562,600,0,0,0,0,0,0,0,0.0,12,2020-12-01,ACAD2020,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
204,Acadia National Park,ACAD,ME,2021,January,20268,600,133769,600,0,0,0,0,0,0,0,0.0,1,2021-01-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
205,Acadia National Park,ACAD,ME,2021,February,16123,600,106413,600,0,0,0,0,0,0,0,0.0,2,2021-02-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
206,Acadia National Park,ACAD,ME,2021,March,38060,600,251199,600,0,0,0,0,0,0,0,0.0,3,2021-03-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
207,Acadia National Park,ACAD,ME,2021,April,110096,600,638557,600,0,0,0,0,0,0,0,0.0,4,2021-04-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
208,Acadia National Park,ACAD,ME,2021,May,324654,7500,2168850,7500,0,7992,2460,19,0,0,0,10471.0,5,2021-05-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
209,Acadia National Park,ACAD,ME,2021,June,661919,7500,4505504,7500,0,16794,7186,294,161,0,0,24435.0,6,2021-06-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
210,Acadia National Park,ACAD,ME,2021,July,782146,7500,4927236,7500,0,27930,9880,205,390,0,0,38405.0,7,2021-07-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
211,Acadia National Park,ACAD,ME,2021,August,795437,7500,4991696,7500,0,28405,8986,419,534,0,0,38344.0,8,2021-08-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
212,Acadia National Park,ACAD,ME,2021,September,667301,7500,4096436,7500,0,19035,8854,446,386,0,0,28721.0,9,2021-09-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
213,Acadia National Park,ACAD,ME,2021,October,557624,6000,3649594,6000,0,7602,3306,224,141,0,0,11273.0,10,2021-10-01,ACAD2021,Northeast,New England,Acadia,Acadia,26-Feb-19,"49,071.40 acres (198.6 km2)",44.35,-68.21
